year,AKamount,AKper_cap,ALamount,ALper_cap,ARamount,ARper_cap,AZamount,AZper_cap,CAamount,CAper_cap,COamount,COper_cap,CTamount,CTper_cap,DEamount,DEper_cap,FLamount,FLper_cap,GAamount,GAper_cap,HIamount,HIper_cap,IAamount,IAper_cap,IDamount,IDper_cap,ILamount,ILper_cap,INamount,INper_cap,KSamount,KSper_cap,KYamount,KYper_cap,LAamount,LAper_cap,MAamount,MAper_cap,MDamount,MDper_cap,MEamount,MEper_cap,MIamount,MIper_cap,MNamount,MNper_cap,MOamount,MOper_cap,MSamount,MSper_cap,MTamount,MTper_cap,NCamount,NCper_cap,NDamount,NDper_cap,NEamount,NEper_cap,NHamount,NHper_cap,NJamount,NJper_cap,NMamount,NMper_cap,NVamount,NVper_cap,NYamount,NYper_cap,OHamount,OHper_cap,OKamount,OKper_cap,ORamount,ORper_cap,PAamount,PAper_cap,RIamount,RIper_cap,SCamount,SCper_cap,SDamount,SDper_cap,TNamount,TNper_cap,TXamount,TXper_cap,UTamount,UTper_cap,VAamount,VAper_cap,VTamount,VTper_cap,WAamount,WAper_cap,WIamount,WIper_cap,WVamount,WVper_cap,WYamount,WYper_cap,US_total$lobbied,US_median$bystate,US_median$percap
2009,200000.0,0.28159852217095566,1250600.0,0.2616462499184055,8307971.0,2.849178543429548,1153840.0,0.18051266133991822,41143378.0,1.104402925691972,1511063.0,0.30045816468477266,5172657.0,1.4472626232584063,5310000.0,5.913574939806266,9551338.0,0.5080144947346754,19103460.0,1.9719389206033702,119000.0,0.08748063847633722,3560956.0,1.1689235167930199,160000.0,0.10206802578748672,24257254.0,1.8905735898278433,3645926.0,0.5623129762444936,3529850.0,1.2371903300178961,6985161.0,1.609718882961501,3114500.0,0.6870161989794793,24559682.0,3.750927549499216,19093880.0,3.3071287831130647,431000.0,0.3244599924267575,2594553.0,0.26250986478665755,4689334.0,0.8841252468690639,3945764.0,0.6588432285115514,682500.0,0.23000730968285277,216890.0,0.2192103414644007,5458215.0,0.5724109622973477,308475.0,0.4586368238647261,1323000.0,0.7243992222701018,320000.0,0.24307428198135925,32677122.0,3.7167329360431323,756000.0,0.36713661124166475,672857.0,0.2491554501285108,23124098.0,1.1933107793529005,10017574.0,0.8683370629438519,2494000.0,0.6648271516048485,1400226.0,0.36549176549448015,15994306.0,1.25915830412555,328000.0,0.31161911783287904,2070895.0,0.44772584384710046,439530.0,0.539843769191088,5094913.0,0.8028409552000794,43407720.0,1.7262577677228994,993236.0,0.3593622744795822,88739502.0,11.091018099683241,0.0,0.0,8783036.0,1.3061169983374328,3801259.0,0.6684136377335903,540000.0,0.2914202636381985,180000.0,0.3193607108259732,443214521.0,3322175.0,0.6156270954044496
2010,100000.0,0.14079926108547783,1396000.0,0.2920663400656438,7003183.0,2.4017077983674437,909000.0,0.1422086330496305,40483252.0,1.0866833041838564,2916776.0,0.5799686470759938,9419620.0,2.6355244415582453,5100000.0,5.679704744446696,12191488.0,0.6484382205282504,13911000.0,1.435951514778657,179000.0,0.1315885234223896,3349991.0,1.099671902979134,75000.0,0.047844387087884396,22644021.0,1.764840656329322,3811317.0,0.587821312248585,3573518.0,1.2524956906794602,6427923.0,1.481304300834661,2267000.0,0.5000692641151002,22285087.0,3.403535386626212,18055647.0,3.1273030882894965,227000.0,0.17088728139413908,2085000.0,0.21095466852293285,6467601.0,1.219399029963659,3748745.0,0.6259460167071664,684000.0,0.23051282025358433,183310.0,0.18527109453565996,7671147.0,0.8044843664447832,342400.0,0.5090760952793005,868000.0,0.4752672146110721,540000.0,0.4101878508435437,40217666.0,4.574402967096737,618000.0,0.30011961077691646,825000.0,0.30549321231111726,21963919.0,1.1334401583808362,11366509.0,0.9852646000902873,492000.0,0.1311527500359204,1205200.0,0.3145854139074317,18521395.0,1.4581044228014295,330000.0,0.31351923440503077,2421885.0,0.5236096013200259,588048.0,0.7222579773514456,4208000.0,0.6630838916154081,24402174.0,0.9704366508267602,959000.0,0.3469753625783996,90018224.0,11.250837892749727,0.0,0.0,8456522.0,1.2575614094049556,2343000.0,0.4119932772825535,2420000.0,1.3059945148230376,0.0,0.0,430272568.0,2669330.5,0.6068836644778757
2011,60000.0,0.08447955665128669,1096000.0,0.22930136727216732,8300000.0,2.8464449274636667,761525.0,0.11913688590002186,35436582.0,0.9512166171023555,2318892.0,0.46108602647421176,7026862.0,1.966052404285614,4450000.0,4.955820806428981,10810757.0,0.575000199454187,9705853.0,1.0018786800063957,127500.0,0.0937292555103613,1913145.0,0.6280111805748181,40000.0,0.02551700644687168,23568108.0,1.836862595700664,3170040.0,0.4889168423094968,3370183.0,1.1812280459483273,5488000.0,1.2647005888185996,1955000.0,0.43124632172255,20873555.0,3.1879562815791793,17597567.0,3.0479619825022795,310000.0,0.23337029617701815,2130700.0,0.21557847108959857,4523933.0,0.8529406053064476,4632864.0,0.7735716264365887,1017500.0,0.3429046704795644,251194.0,0.2538813339195383,5723291.0,0.6002098687607119,133000.0,0.19774275897239185,817000.0,0.4473425280383017,631000.0,0.47931209978199274,29384257.0,3.3421987344251423,575521.0,0.2794905153947277,950500.0,0.3519652100626872,18303465.0,0.9445437432417272,9098285.0,0.7886518307452587,252000.0,0.06717579879888605,1731653.0,0.45200197124879343,15789219.0,1.2430127458801221,190000.0,0.18051107435441163,2181302.0,0.4715957490048351,530000.0,0.6509617038001425,3857000.0,0.6077743749906439,11661001.0,0.46373994201203145,1122500.0,0.4061312247072508,80868778.0,10.107303515150061,20000.0,0.031962105727449536,5409000.0,0.804367287576548,2763000.0,0.4858461054766092,2637000.0,1.4231022874332027,0.0,0.0,365564532.0,2477946.0,0.487381473893053
2012,30000.0,0.042239778325643344,695000.0,0.14540552030488713,6490000.0,2.2257141661733972,1076500.0,0.16841319414513448,33780894.0,0.9067733370383537,1644675.0,0.3270254330910945,7919884.0,2.2159118792802768,3160000.0,3.5191896063630512,10981233.0,0.5840674399815757,13111011.0,1.3533733093041214,60000.0,0.04410788494605238,1331309.0,0.4370170252646195,50000.0,0.031896258058589595,28018933.0,2.1837531463765774,3332516.0,0.5139755964170405,2775915.0,0.9729408317496858,4138219.0,0.9536457736808157,2314000.0,0.5104368227447472,25819292.0,3.943304057086924,15692376.0,2.717976039706579,120000.0,0.0903368888427167,2111200.0,0.21360551375808912,4331207.0,0.8166041186479824,2416500.0,0.40349464937542234,820000.0,0.2763457786665777,192000.0,0.19405406224890465,5145916.0,0.5396597109973349,100000.0,0.14867876614465553,140000.0,0.07665600235662454,262500.0,0.19939687193783376,28733445.0,3.268174639048196,513333.0,0.24929012970703374,320000.0,0.11849433689643336,16399690.0,0.8463001175244098,10334899.0,0.895843229456688,224000.0,0.05971182115456538,2051074.0,0.5353783299408991,13967517.0,1.0995985082794333,70000.0,0.06650408002530955,1107332.0,0.23940429337020827,616000.0,0.7565894519639392,4400000.0,0.6933386699400655,11176713.0,0.44448055861629016,1150000.0,0.4160809874506356,75542451.0,9.441597850475139,40000.0,0.06392421145489907,4697600.0,0.6985756646551289,2474000.0,0.4350283260764138,1260000.0,0.6799806151557966,0.0,0.0,353139134.0,2212600.0,0.4774586906805187
2013,0.0,0.0,679000.0,0.14205805508923505,7631250.0,2.617100343699651,934700.0,0.1462292731699556,38458864.0,1.032343088610509,2535360.0,0.5041282940652939,6004184.0,1.6799163536971715,3737500.0,4.162332643601868,9623663.0,0.5118613011540153,12687777.0,1.309685328324621,235000.0,0.17275588270537182,1252559.0,0.41116645958859027,62500.0,0.039870322573237,26707213.0,2.0815196788435677,3507500.0,0.540963465571589,2822843.0,0.989388802005385,5090957.0,1.1732026814049146,2723338.0,0.60073119964565,29802118.0,4.5515892852206505,16494348.0,2.8568804784299164,290000.0,0.21831414803656535,2145090.0,0.2170344124229535,4004099.0,0.7549313008762378,3182000.0,0.5313138730861138,827500.0,0.2788733315202354,55000.0,0.05558840324838415,6913366.0,0.7250147685229998,12000.0,0.01784145193735866,80000.0,0.04380342991807116,147000.0,0.11166224828518691,24919910.0,2.8344188408095,550000.0,0.2670967409826926,160000.0,0.05924716844821668,16618515.0,0.8575925031254351,10410324.0,0.9023811719737626,415000.0,0.11062681151403854,1879000.0,0.4904629876635116,16980506.0,1.3367973038751244,60000.0,0.05700349716455105,780000.0,0.16863537658873984,600000.0,0.7369377778869537,3621832.0,0.5707173140059927,10883710.0,0.4328282832902396,1100000.0,0.3979905097353906,68410354.0,8.550199824422474,40000.0,0.06392421145489907,3545504.0,0.5272485552915144,2730075.0,0.48005657126639667,267554.0,0.1443901059582492,0.0,0.0,352619013.0,2629349.0,0.49729564086440275
2014,60000.0,0.08447955665128669,525500.0,0.10994331067657294,7655000.0,2.6252452915342612,864000.0,0.13516860171053988,36897839.0,0.9904408272775111,2512100.0,0.49950330032872053,5520279.0,1.5445241133634593,3440000.0,3.8310165335091444,11038559.0,0.5871164828408233,16659934.0,1.719707962289731,130000.0,0.09556708404978016,1357970.0,0.4457687958232051,47500.0,0.03030144515566012,23763871.0,1.8521200670395659,3996455.0,0.6163752378619828,2868717.0,1.005467351858563,5045808.0,1.1627981684886297,1818300.0,0.40109216715504487,26496070.0,4.046666358158045,15825552.0,2.74104260254346,320000.0,0.24089837024724453,2286123.0,0.23130375044012125,3861492.0,0.7280442313946747,3555600.0,0.5936956653504042,1050000.0,0.35385739951208117,77000.0,0.0778237645477378,6886886.0,0.7222377723288899,28500.0,0.04237344835122682,180000.0,0.09855771731566011,480000.0,0.36461142297203886,24350386.0,2.7696405347926167,540000.0,0.2622404366011891,250000.0,0.09257370070033856,15850882.0,0.8179790776207082,10700027.0,0.9274930256167726,676500.0,0.18033503129939055,2101475.0,0.5485341708356456,15103854.0,1.189057104972226,75000.0,0.0712543714556888,890000.0,0.19241728867176724,600000.0,0.7369377778869537,3150000.0,0.4963674568889106,8012276.0,0.3186358021600711,1378000.0,0.49857356583215295,73438422.0,9.17862788563064,40000.0,0.06392421145489907,3311696.0,0.4924791881675178,2713010.0,0.4770558605208453,270535.0,0.14599885374696303,0.0,0.0,348701118.0,2399111.5,0.4944233225282142
2015,130000.0,0.18303903941112118,1312750.0,0.2746490601154541,7073750.0,2.425908410318809,895000.0,0.14001840107746896,39342248.0,1.05605557702382,2569634.0,0.5109432998833213,6730164.0,1.8830389885892855,3558733.0,3.963245628297848,8604209.0,0.4576388028281008,13551534.0,1.3988459330655216,270000.0,0.19848548225723572,1320648.0,0.4335174331291002,40000.0,0.02551700644687168,31176146.0,2.4298215395780973,4362518.0,0.6728333160081076,3542727.0,1.2417036379147304,6815755.0,1.5706795484226155,1848300.0,0.40770975776971313,26030911.0,3.9756240006878825,17364350.0,3.0075679581650947,590000.0,0.4441563701433571,2635887.0,0.26669192726566326,4194492.0,0.7908279246030062,3216800.0,0.5371245967766847,1200000.0,0.40440845658523566,172000.0,0.17384009743131043,6902996.0,0.7239272515089168,45500.0,0.06764883859581826,360000.0,0.19711543463132022,830000.0,0.6304739188891505,30844764.0,3.508318457888596,550000.0,0.2670967409826926,0.0,0.0,16903142.0,0.8722805773238267,11603889.0,1.005841024282573,922000.0,0.2457781210022736,1930000.0,0.5037751815809353,15909651.0,1.252493804507014,110000.0,0.10450641146834358,850000.0,0.18376932064157545,600000.0,0.7369377778869537,3115000.0,0.4908522629234783,9013718.0,0.3584615988484011,1810500.0,0.6550561980690224,81294713.0,10.160538576062264,40000.0,0.06392421145489907,3278966.0,0.4876119407424151,2818468.0,0.4955996023201042,140000.0,0.0755534016839774,20000.0,0.03548452342510814,378441863.0,2602760.5,0.49322593262179126
2016,60000.0,0.08447955665128669,1417500.0,0.29656449644917626,7250000.0,2.486352496880914,995000.0,0.15566291516433703,38352034.0,1.0294754736919751,2051610.0,0.4079399570030677,6152000.0,1.7212739329682434,3338980.0,3.718513832865222,9291660.0,0.4942027975710203,12979200.0,1.3397672274182406,260000.0,0.19113416809956033,920648.0,0.30221297255244384,40000.0,0.02551700644687168,26059679.0,2.0310518608904067,4459018.0,0.687716558895537,3625620.0,1.2707571155486734,5856957.0,1.34972612364891,2885493.0,0.6365003798497013,20462437.0,3.1251674461091183,19843435.0,3.436954408655192,600000.0,0.4516844442135835,2872700.0,0.2906520269860092,4024500.0,0.7587776976484396,4586454.0,0.7658223251009738,1028000.0,0.3464432444746852,166000.0,0.16777590798603215,4655529.0,0.48823211157735796,106000.0,0.15759949211333485,338750.0,0.18548014855933256,741000.0,0.562868884213085,33997020.0,3.86685963229311,525000.0,0.2549559800289339,100000.0,0.037029480280135425,16107806.0,0.831237548445147,13280926.0,1.1512088930927429,232000.0,0.06184438619579986,1616500.0,0.4219443425003015,18776907.0,1.478219709866947,190000.0,0.18051107435441163,980000.0,0.21187521673969875,720000.0,0.8843253334643445,3415000.0,0.5381253540557555,8639086.0,0.3435630646697443,3435000.0,1.2428158190373333,70655608.0,8.830820654956165,70000.0,0.11186737004607337,4001825.0,0.5951076207443186,3173000.0,0.5579405329993778,250000.0,0.1349167887213882,80000.0,0.14193809370043256,365665882.0,3029246.5,0.5161640758133879
2017,613400.0,0.863662667498321,1080000.0,0.22595390205651525,6988750.0,2.396758070700205,1323000.0,0.20697692136926418,45642117.0,1.2251616177353084,2500837.0,0.49726377735129035,5884000.0,1.6462899579949846,2884000.0,3.2118173496047593,10153650.0,0.5400501348044365,11806223.0,1.2186876429203235,80000.0,0.05881051326140317,1037648.0,0.34061952727111583,140000.0,0.08930952256405088,29301613.0,2.283723280349713,4371816.0,0.6742673511621731,4235351.0,1.484464014457166,4798692.0,1.1058506920479416,2956470.0,0.652156937484945,23196700.0,3.542763342272447,21437535.0,3.71305826984844,790000.0,0.5947178515478849,3235000.0,0.32730856243246415,4822000.0,0.9091380439957202,5165217.0,0.8624611720930978,875578.0,0.2950759563333229,247800.0,0.2504510240899926,6997133.0,0.7337995359018521,186800.0,0.27773193515821654,560000.0,0.30662400942649815,375400.0,0.28515651704938205,41204685.0,4.686667628158392,310000.0,0.15054543582660856,200000.0,0.07405896056027085,17142769.0,0.8846464426701851,12954787.0,1.1229387169631284,472000.0,0.1258213374328342,1603792.0,0.4186272570041717,24558174.0,1.9333523271506856,360000.0,0.34202098298730627,940000.0,0.20322724870950698,555000.0,0.6816674445454323,3749000.0,0.5907560621830241,12632140.0,0.5023606353423572,4200000.0,1.5196001280805822,84499303.0,10.561061059184425,100000.0,0.15981052863724768,3507200.0,0.5215524035844831,3375300.0,0.5935129785795147,210000.0,0.11333010252596608,65000.0,0.11532470113160145,416325880.0,3095735.0,0.5921345203812693
2018,305000.0,0.42943774631070736,785000.0,0.16423501214293007,6123750.0,2.100110496934413,1368000.0,0.2140169527083548,38156911.0,1.024237828594633,2595511.0,0.5160886551249941,7189000.0,2.011417149562533,3140000.0,3.4969162544240446,10364239.0,0.5512508968789941,14854010.0,1.5332929451540016,90000.0,0.06616182741907857,794000.0,0.2606393542446629,75000.0,0.047844387087884396,31052568.0,2.4201900576682425,4526675.0,0.6981513315798354,4589003.0,1.6084168267838905,3973750.0,0.9157441626854792,3239675.0,0.7146280958191827,21879051.0,3.34152270997639,18285296.0,3.167079122176435,750000.0,0.5646055552669794,2732000.0,0.27641638100942567,5242500.0,0.9884189538879227,4285999.0,0.7156539059500976,829068.0,0.27940175857017346,72500.0,0.0732756224637791,5519936.0,0.5788837335245629,20700.0,0.03077650459194369,650000.0,0.3559028680843282,500000.0,0.3798035655958738,40093696.0,4.56030247862406,240000.0,0.11655130515608406,350000.0,0.129603180980474,16301698.0,0.8412432755282225,13366999.0,1.1586698188636697,682000.0,0.18180116976523925,1750997.0,0.45705120809464916,24410621.0,1.9217361566679754,370000.0,0.35152156584806477,1495000.0,0.323217805128418,405000.0,0.4974330000736938,3900000.0,0.6145501847196037,9347100.0,0.3717196844405261,3690000.0,1.335077255385083,84398992.0,10.548523788955015,40000.0,0.06392421145489907,3293500.0,0.48977327817218724,3710000.0,0.652366649047492,240000.0,0.12952011717253267,60000.0,0.10645357027532441,402134745.0,3189837.5,0.5336697760019942
2019,340000.0,0.4787174876906246,940000.0,0.19666358141955959,6430000.0,2.205137455854383,1162500.0,0.18186747625984098,41584710.0,1.116249506495364,3338282.0,0.6637804531778042,2586000.0,0.7235394003016706,3850000.0,4.287620248258781,11233846.0,0.5975033654569815,17938938.0,1.8517320965150177,40000.0,0.029405256630701586,1153000.0,0.378485107612212,40000.0,0.02551700644687168,30832341.0,2.40302589926981,4626021.0,0.7134735144595717,4933698.0,1.7292302666766675,7301301.0,1.6825728268662226,2706372.0,0.5969887315667013,26445830.0,4.0389933516391965,22339765.0,3.869327755253612,680000.0,0.5119090367753947,2837000.0,0.28703999740986114,7879000.0,1.4855036600253586,7539000.0,1.2588231581383442,841614.0,0.2836298489837721,30000.0,0.03032094722639135,6485543.0,0.680148346968895,68950.0,0.10251400925673998,390000.0,0.21354172085059692,710000.0,0.5393210631461408,33303460.0,3.7879733308886574,268000.0,0.13014895742429386,590000.0,0.218473933652799,17764324.0,0.9167215654040834,13884998.0,1.2035706831116255,502000.0,0.13381845633746348,2003000.0,0.5228298905215614,22821781.0,1.7966540755869431,453068.0,0.43044100755581355,1600000.0,0.3459187212076714,370000.0,0.45444496303028814,6435000.0,1.014007804787346,10723727.0,0.4264660072606851,3608000.0,1.305408871932081,72288887.0,9.034954400836693,40000.0,0.06392421145489907,2728000.0,0.4056783066202298,3691950.0,0.6491927358358188,325000.0,0.17539182533780465,60000.0,0.10645357027532441,410744906.0,2782500.0,0.568154897356421
